update,ID,Simple_numOffspring,alive,ancestors_AVE,ancestors_LIST,consumptionRatio_AVE,consumptionRatio_LIST,countCopy,countDelete,countIndel,countPoint,countPointOffset,food1_AVE,food1_LIST,food2_AVE,food2_LIST,food3_AVE,food3_LIST,food4_AVE,food4_LIST,food5_AVE,food5_LIST,genomeLength,optimizeValue,otherHits_AVE,otherHits_LIST,score_AVE,score_LIST,switches_AVE,switches_LIST,timeOfBirth,wallHits_AVE,wallHits_LIST
930,93001,2,1,92049.380952,"92037,92074,92040,92029,92066,92086,92049,92069,92032,92088,92051,92042,92018,92097,92057,92094,92004,92024,92058,92060,92023,92080,92006,92043,92072,92063,92059,92008,92073,92034,92050,92047,92067,92030,92053,92027,92095,92002,92076,92003,92082,92021,92100,92026,92044,92017,92096,92093,92033,92013,92092,92055,92041,92078,92036,92090,92011,92010,92025,92084,92005,92028,92045",1.000000,"1,1",0,0,0,20,0,0.000000,"0,0",0.000000,"0,0",1.500000,"2,1",0.000000,"0,0",1.500000,"1,2",4994,2.000000,36.000000,"38,34",2.000000,"2.000000,2.000000",1.000000,"1,1",929,0.000000,"0,0"
930,93002,5,1,92049.380952,"92069,92004,92026,92055,92096,92017,92027,92011,92090,92003,92082,92008,92041,92078,92028,92037,92073,92036,92080,92010,92047,92051,92088,92092,92013,92018,92097,92060,92023,92086,92049,92063,92100,92021,92032,92095,92058,92033,92025,92093,92002,92076,92066,92029,92094,92057,92040,92067,92084,92005,92042,92044,92074,92006,92045,92072,92024,92034,92059,92050,92053,92030,92043",1.500000,"2,1",0,0,0,30,0,0.000000,"0,0",0.000000,"0,0",7.500000,"8,7",6.500000,"3,10",0.000000,"0,0",5041,7.500000,10.500000,"5,16",7.500000,"5.000000,10.000000",6.500000,"6,7",929,0.000000,"0,0"
930,93003,1,1,92049.380952,"92026,92028,92093,92069,92055,92011,92090,92017,92096,92058,92095,92027,92040,92086,92049,92042,92076,92002,92034,92036,92073,92047,92030,92050,92032,92066,92059,92025,92003,92082,92008,92045,92053,92043,92063,92078,92024,92072,92037,92051,92088,92004,92041,92010,92005,92084,92067,92021,92100,92029,92080,92006,92094,92057,92044,92023,92060,92018,92097,92092,92013,92033,92074",5.500000,"7,4",0,0,0,21,0,5.500000,"7,4",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",5185,5.500000,5.000000,"1,9",5.500000,"7.000000,4.000000",0.000000,"0,0",929,0.000000,"0,0"
930,93004,6,1,92049.380952,"92074,92078,92041,92004,92006,92080,92023,92060,92042,92005,92084,92010,92047,92055,92092,92013,92045,92082,92003,92008,92011,92090,92050,92059,92025,92030,92058,92073,92053,92032,92069,92040,92037,92066,92029,92063,92028,92097,92018,92095,92021,92100,92072,92088,92051,92002,92076,92036,92027,92034,92096,92017,92094,92057,92044,92049,92086,92067,92033,92024,92093,92026,92043",8.500000,"5,12",0,0,0,35,0,8.500000,"5,12",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",4962,8.500000,2.500000,"3,2",8.500000,"5.000000,12.000000",0.000000,"0,0",929,0.000000,"0,0"
930,93005,5,1,92049.380952,"92037,92074,92040,92029,92066,92086,92049,92069,92032,92088,92051,92042,92018,92097,92057,92094,92053,92063,92060,92023,92080,92006,92043,92059,92024,92058,92008,92045,92028,92073,92050,92047,92067,92030,92034,92072,92095,92002,92076,92003,92082,92021,92100,92026,92044,92017,92096,92093,92033,92013,92092,92055,92041,92078,92036,92090,92011,92010,92025,92084,92005,92004,92027",1.000000,"1,1",0,0,0,22,0,0.000000,"0,0",0.000000,"0,0",7.000000,"8,6",0.000000,"0,0",11.500000,"15,8",5436,11.500000,3.500000,"6,1",11.500000,"11.000000,12.000000",7.000000,"12,2",929,0.000000,"0,0"
930,93100,4,1,92048.983871,"92069,92026,92080,92006,92057,92094,92095,92058,92032,92025,92053,92067,92030,92066,92029,92037,92010,92047,92084,92005,92033,92042,92045,92008,92003,92082,92004,92041,92011,92090,92096,92017,92073,92036,92013,92092,92055,92018,92097,92051,92088,92027,92059,92076,92002,92034,92040,92050,92023,92060,92044,92021,92100,92086,92049,92024,92078,92043,92028,92072,92093,92063",1.000000,"1,1",1,0,0,26,0,0.000000,"0,0",0.000000,"0,0",11.000000,"13,9",5.500000,"6,5",0.000000,"0,0",5344,9.500000,4.000000,"4,4",9.500000,"10.000000,9.000000",7.000000,"9,5",929,0.000000,"0,0"
930,93007,2,1,92049.380952,"92078,92041,92004,92006,92080,92023,92060,92042,92005,92084,92010,92047,92055,92092,92013,92045,92082,92003,92008,92011,92090,92050,92059,92025,92030,92058,92073,92053,92032,92069,92040,92037,92066,92029,92063,92028,92097,92018,92095,92021,92100,92072,92088,92051,92002,92076,92036,92027,92034,92096,92017,92094,92057,92044,92049,92086,92067,92033,92024,92026,92093,92043,92074",0.500000,"0,1",1,0,0,38,0,0.000000,"0,0",14.000000,"11,17",0.000000,"0,0",0.000000,"0,0",11.500000,"11,12",5625,11.000000,2.500000,"2,3",11.000000,"9.000000,13.000000",14.500000,"13,16",929,0.000000,"0,0"
930,93097,2,1,92050.216667,"92074,92080,92006,92057,92094,92095,92058,92032,92025,92053,92067,92030,92066,92029,92037,92010,92047,92084,92005,92033,92042,92045,92008,92082,92004,92041,92011,92090,92096,92017,92073,92036,92013,92092,92055,92018,92097,92051,92088,92027,92059,92076,92002,92034,92040,92050,92023,92060,92044,92021,92100,92086,92049,92024,92078,92043,92028,92072,92093,92063",1.000000,"1,1",0,0,0,22,0,0.000000,"0,0",9.000000,"9,9",0.000000,"0,0",0.000000,"0,0",11.000000,"12,10",5150,8.500000,2.000000,"2,2",8.500000,"10.000000,7.000000",11.500000,"11,12",929,0.000000,"0,0"
930,93009,4,1,92049.741935,"92023,92034,92017,92096,92037,92074,92053,92073,92036,92047,92010,92033,92032,92066,92029,92049,92086,92097,92018,92095,92026,92080,92006,92043,92002,92076,92059,92093,92004,92082,92003,92045,92028,92024,92055,92092,92013,92050,92030,92067,92084,92005,92042,92060,92063,92090,92011,92008,92025,92044,92051,92088,92094,92057,92078,92041,92058,92100,92021,92069,92040,92072",9.000000,"6,12",0,0,0,20,0,9.000000,"6,12",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",0.000000,"0,0",4946,9.000000,0.000000,"0,0",9.000000,"6.000000,12.000000",0.000000,"0,0",929,0.000000,"0,0"
930,93010,1,1,92048.677419,"92069,92078,92025,92045,92008,92003,92082,92049,92086,92076,92002,92036,92073,92088,92051,92063,92100,92021,92023,92060,92097,92018,92029,92066,92034,92027,92043,92080,92006,92040,92013,92092,92095,92058,92055,92084,92005,92042,92041,92004,92072,92024,92053,92037,92030,92067,92047,92010,92033,92050,92032,92044,92094,92057,92090,92011,92059,92096,92017,92028,92074,92026",0.500000,"1,0",0,0,0,26,0,0.000000,"0,0",0.000000,"0,0",2.000000,"4,0",2.000000,"3,1",0.500000,"0,1",5140,2.500000,19.000000,"0,38",2.500000,"4.000000,1.000000",2.000000,"3,1",929,0.000000,"0,0"
